R1,R2,R3,R4,low_barrier,barrier
N#C[*:1],C[N+]#C[*:2],C1=[N+]([*:3])CCO1,c1c[n+]([*:4])ccn1,2.4566742450039722,11.8
O=[N+]([O-])[*:1],[O+]#C[*:2],CN1C=CN(C)[C-]1[*:3],CN1C=CN(C)[C-]1[*:4],0.5139249570579021,11.9
C#C[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,c1cn([*:4])cn1,1.6936305970043237,11.9
S=C=N[*:1],C[N+]#C[*:2],C[N+](C)(C)[*:3],C[As+](C)(C)[*:4],3.3069408100687596,11.9
C#C[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,CN1C=CN(C)[C-]1[*:4],0.9054868289967082,11.9
Br[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,CN1C=CN(C)[C-]1[*:4],2.0908399961428876,11.9
Br[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,c1cc[n+]([*:4])cc1,2.944244075985737,11.9
F[*:1],C[N+]#C[*:2],CC[P+](CC)(CC)[*:3],CC[P+](CC)(CC)[*:4],1.727515758990111,11.9
N#C[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,c1cn([*:4])cn1,0.9958472611252642,11.9
Cl[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,C[P+](C)(C)[*:4],2.9266739920300973,11.9
Br[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cc[p+]([*:4])cc1,1.8900390360791508,11.9
O=C=N[*:1],[O+]#C[*:2],C[P+](C)(C)[*:3],CC[P+](CC)(CC)[*:4],2.1749253980732703,11.9
S=C=N[*:1],C[N+]#C[*:2],C1=[N+]([*:3])CCO1,CC[P+](CC)(CC)[*:4],3.058449621982751,11.9
C#C[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,C[N+](C)(C)[*:4],1.5706400090294899,11.9
N#C[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,C1=[N+]([*:4])CCO1,0.5634976940040818,11.9
S=C=N[*:1],C[N+]#C[*:2],C[N+](C)(C)[*:3],C[P+](C)(C)[*:4],3.1826952159544164,11.9
Cl[*:1],C[N+]#C[*:2],c1cc[n+]([*:3])cc1,C[N+](C)(C)[*:4],3.8196107609871524,11.9
C#C[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cc[p+]([*:4])cc1,0.04831773094934829,11.9
O[*:1],C[N+]#C[*:2],CC[P+](CC)(CC)[*:3],CC[P+](CC)(CC)[*:4],2.9724817111284603,11.9
S[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,CN1C=CN(C)[C-]1[*:4],3.1469275449733822,11.9
S=C=N[*:1],C[N+]#C[*:2],CC[P+](CC)(CC)[*:3],c1c[n+]([*:4])ccn1,3.0578221189129966,11.9
F[*:1],[NH+]#C[*:2],CC[P+](CC)(CC)[*:3],CC[P+](CC)(CC)[*:4],1.6942581000027395,11.9
O=[N+]([O-])[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,c1cc[p+]([*:4])cc1,0.8433640318681979,12.0
O=C=N[*:1],C[N+]#C[*:2],C[As+](C)(C)[*:3],C[P+](C)(C)[*:4],2.4240440892290334,12.0
O=C=N[*:1],[O+]#C[*:2],C[As+](C)(C)[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,2.6072749650517753,12.0
S=C=N[*:1],[O+]#C[*:2],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:3])cc1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,2.8959263451790664,12.0
Br[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cn([*:4])cn1,4.546886738362461,12.0
N#C[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cc[p+]([*:4])cc1,1.2455934549227488,12.0
S=C=N[*:1],C[N+]#C[*:2],C[N+](C)(C)[*:3],C[N+](C)(C)[*:4],3.6282223459709897,12.0
O=C=N[*:1],[O+]#C[*:2],C[P+](C)(C)[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,2.7999183859220915,12.0
C#C[*:1],C[N+]#C[*:2],c1cn([*:3])cn1,c1cn([*:4])cn1,2.375098854995914,12.0
C#C[*:1],C[N+]#C[*:2],C1=[N+]([*:3])CCO1,CN1C=CN(C)[C-]1[*:4],0.3834043330307408,12.0
Cl[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,C[As+](C)(C)[*:4],2.9900517950841,12.0
N#C[*:1],[O+]#C[*:2],c1cn([*:3])cn1,CN1C=CN(C)[C-]1[*:4],0.25100119993699355,12.0
S[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,c1cc[p+]([*:4])cc1,1.4420018940689145,12.0
Cl[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,CN1C=CN(C)[C-]1[*:4],1.5474223979454311,12.0
Cl[*:1],[O+]#C[*:2],c1cn([*:3])cn1,C[As+](C)(C)[*:4],3.2893707261131198,12.0
C#C[*:1],[NH+]#C[*:2],c1c[n+]([*:3])ccn1,c1c[n+]([*:4])ccn1,0.9676096259825409,12.0
N#C[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,C1=[N+]([*:4])CCO1,1.1878631789971648,12.0
C#C[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[N+](C)(C)[*:4],1.470867031996037,12.0
Br[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],C1=[N+]([*:4])CCO1,3.8660459831552703,12.0
S[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cn([*:4])cn1,2.907848902077626,12.0
O=C=N[*:1],[NH+]#C[*:2],C[N+](C)(C)[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,3.2473280250052508,12.0
O=[N+]([O-])[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,c1cc[n+]([*:4])cc1,1.7946585799632693,12.0
Br[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,C[N+](C)(C)[*:4],3.3540035350212762,12.1
N#C[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,CN1C=CN(C)[C-]1[*:4],-0.14558069598913825,12.1
O=C=N[*:1],[O+]#C[*:2],C[As+](C)(C)[*:3],CC[P+](CC)(CC)[*:4],2.1724153860796074,12.1
O=C=N[*:1],[O+]#C[*:2],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:3])cc1,CC[P+](CC)(CC)[*:4],3.0421345440239427,12.1
O=C=N[*:1],C[N+]#C[*:2],C[As+](C)(C)[*:3],C[As+](C)(C)[*:4],2.3744713522828533,12.1
S=C=N[*:1],[O+]#C[*:2],C[As+](C)(C)[*:3],C[As+](C)(C)[*:4],1.728143262630576,12.1
S[*:1],[O+]#C[*:2],c1cn([*:3])cn1,c1cn([*:4])cn1,3.2272479289132705,12.1
C#C[*:1],C[N+]#C[*:2],C1=[N+]([*:3])CCO1,C1=[N+]([*:4])CCO1,2.2081830569893026,12.1
S=C=N[*:1],[O+]#C[*:2],C[N+](C)(C)[*:3],CC[P+](CC)(CC)[*:4],2.906593895938117,12.1
S[*:1],[O+]#C[*:2],c1cn([*:3])cn1,c1c[n+]([*:4])ccn1,2.5652322640865837,12.1
Br[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,C1=[N+]([*:4])CCO1,2.6731627800994406,12.1
Br[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,c1cc[p+]([*:4])cc1,2.2144580870447985,12.1
C#C[*:1],C[N+]#C[*:2],CN1C=CN(C)[C-]1[*:3],CN1C=CN(C)[C-]1[*:4],-0.9826696980158567,12.1
S[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,c1cc[p+]([*:4])cc1,1.105032782992275,12.1
N#C[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cc[p+]([*:4])cc1,-0.19389842700982537,12.1
N#C[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1c[n+]([*:4])ccn1,1.527969804994544,12.1
N#C[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,c1c[n+]([*:4])ccn1,1.3980766840371375,12.1
S[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[P+](C)(C)[*:4],1.9760069470761192,12.1
Br[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,C1=[N+]([*:4])CCO1,3.360906068075188,12.1
C#C[*:1],[O+]#C[*:2],C[N+](C)(C)[*:3],CN1C=CN(C)[C-]1[*:4],0.4229370220022692,12.2
O=[N+]([O-])[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,c1cn([*:4])cn1,2.2853659259371124,12.2
S[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,c1cc[n+]([*:4])cc1,3.079784724071563,12.2
Cl[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,C[P+](C)(C)[*:4],3.4650715660975506,12.2
O=C=N[*:1],[NH+]#C[*:2],CN1C=CN(C)[C-]1[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,3.3922812179959734,12.2
C#C[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,CN1C=CN(C)[C-]1[*:4],1.060480070033421,12.2
S[*:1],[O+]#C[*:2],c1cn([*:3])cn1,CN1C=CN(C)[C-]1[*:4],1.6453128659836367,12.2
O=C=N[*:1],[O+]#C[*:2],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:3])cc1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,3.4029487690403792,12.2
S[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,CN1C=CN(C)[C-]1[*:4],4.0153916970635635,12.2
Br[*:1],C[N+]#C[*:2],c1cn([*:3])cn1,c1c[n+]([*:4])ccn1,4.235645250006849,12.2
N#C[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,C1=[N+]([*:4])CCO1,1.788383549979112,12.2
Cl[*:1],C[N+]#C[*:2],CN1C=CN(C)[C-]1[*:3],c1c[n+]([*:4])ccn1,3.6439099208600436,12.2
S[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,C1=[N+]([*:4])CCO1,2.337448674876955,12.2
Cl[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,C[N+](C)(C)[*:4],3.793255634911015,12.2
S[*:1],C[N+]#C[*:2],C1=[N+]([*:3])CCO1,c1c[n+]([*:4])ccn1,3.6194373039931698,12.2
Cl[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,C[P+](C)(C)[*:4],2.211948074908458,12.2
Cl[*:1],[O+]#C[*:2],CN1C=CN(C)[C-]1[*:3],C[P+](C)(C)[*:4],1.7601459149077276,12.3
C#C[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,CN1C=CN(C)[C-]1[*:4],-0.23719613411452567,12.3
S=C=N[*:1],[NH+]#C[*:2],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:3])cc1,c1c[n+]([*:4])ccn1,3.507741769989819,12.3
O[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[As+](C)(C)[*:4],1.6741780040534369,12.3
Cl[*:1],[O+]#C[*:2],C[P+](C)(C)[*:3],c1c[n+]([*:4])ccn1,3.3088233189926677,12.3
O=[N+]([O-])[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],CN1CCN(C)[C-]1[*:4],-0.330066578022728,12.3
Cl[*:1],[O+]#C[*:2],CN1C=CN(C)[C-]1[*:3],C[As+](C)(C)[*:4],1.6879830701612601,12.3
C#C[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,C[N+](C)(C)[*:4],2.0713874029779844,12.3
S[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,CN1C=CN(C)[C-]1[*:4],1.7325357829774366,12.3
S[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,CN1C=CN(C)[C-]1[*:4],3.1419075209860567,12.3
S=C=N[*:1],[O+]#C[*:2],C[N+](C)(C)[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,3.4274213860499305,12.3
O[*:1],[NH+]#C[*:2],C[P+](C)(C)[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,2.6737902830265177,12.3
C#C[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1c[n+]([*:4])ccn1,2.538249635012031,12.3
O=C=N[*:1],[NH+]#C[*:2],CC[P+](CC)(CC)[*:3],c1c[n+]([*:4])ccn1,2.8651786979000025,12.3
N#C[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,c1cc[p+]([*:4])cc1,0.6049128920421961,12.3
Cl[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,C[As+](C)(C)[*:4],3.5215468362403195,12.3
Cl[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],C1=[N+]([*:4])CCO1,2.7346580740868576,12.3
S[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1c[n+]([*:4])ccn1,2.4146315438961032,12.3
S[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,c1cc[p+]([*:4])cc1,2.4773818440230295,12.3
S=C=N[*:1],C[N+]#C[*:2],CN1C=CN(C)[C-]1[*:3],C[P+](C)(C)[*:4],2.641160126966223,12.3
S=C=N[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[N+](C)(C)[*:4],3.066607161033494,12.4
O=C=N[*:1],[NH+]#C[*:2],C1=[N+]([*:3])CCO1,CC[P+](CC)(CC)[*:4],2.83317604505214,12.4
O=C=N[*:1],[NH+]#C[*:2],CN1C=CN(C)[C-]1[*:3],C[As+](C)(C)[*:4],2.06762238498749,12.4
Cl[*:1],C[N+]#C[*:2],C[N+](C)(C)[*:3],c1c[n+]([*:4])ccn1,4.216192656984623,12.4
S=C=N[*:1],C[N+]#C[*:2],C[N+](C)(C)[*:3],c1cn([*:4])cn1,3.6150447830755987,12.4
S=C=N[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,C[As+](C)(C)[*:4],2.8407060810331286,12.4
S=C=N[*:1],[O+]#C[*:2],C[As+](C)(C)[*:3],C[P+](C)(C)[*:4],2.213830584117722,12.4
Cl[*:1],[O+]#C[*:2],C[As+](C)(C)[*:3],c1c[n+]([*:4])ccn1,3.403576271967456,12.4
O=C=N[*:1],[NH+]#C[*:2],C[N+](C)(C)[*:3],C[As+](C)(C)[*:4],3.0885697660493827,12.4
O[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[As+](C)(C)[*:4],1.8228962151773314,12.4
N#C[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,CN1C=CN(C)[C-]1[*:4],-0.5358875620737906,12.4
O=[N+]([O-])[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cc[p+]([*:4])cc1,0.46058720197855046,12.4
Br[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cc[p+]([*:4])cc1,4.788475392966525,12.4
N#C[*:1],C[N+]#C[*:2],c1c[n+]([*:3])ccn1,c1c[n+]([*:4])ccn1,2.444751688034074,12.4
Cl[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],C1=[N+]([*:4])CCO1,3.746192909958498,12.4
S=C=N[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,3.2567405699101477,12.5
Br[*:1],C[N+]#C[*:2],c1cc[n+]([*:3])cc1,c1cc[n+]([*:4])cc1,4.398796030165643,12.5
S=C=N[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,3.65143995698371,12.5
S=C=N[*:1],[NH+]#C[*:2],c1cn([*:3])cn1,C[As+](C)(C)[*:4],3.0986098143093894,12.5
C#C[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,C[N+](C)(C)[*:4],1.7394383159600093,12.5
Cl[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,c1cn([*:4])cn1,3.7562329579331495,12.5
N#C[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,c1c[n+]([*:4])ccn1,1.4514144390451502,12.5
Cl[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,C[As+](C)(C)[*:4],2.3449787112859766,12.5
O=C=N[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],CC[P+](CC)(CC)[*:4],2.4824018678676776,12.5
C#C[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,c1c[n+]([*:4])ccn1,0.9663546199857095,12.5
Br[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,c1cn([*:4])cn1,4.1070071351176125,12.5
N#C[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,c1c[n+]([*:4])ccn1,0.9594520870744755,12.5
N#C[*:1],[O+]#C[*:2],c1cn([*:3])cn1,c1c[n+]([*:4])ccn1,2.3518812439831938,12.5
Br[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,c1cc[p+]([*:4])cc1,2.8294110272043236,12.5
O=C=N[*:1],[NH+]#C[*:2],C[N+](C)(C)[*:3],C[P+](C)(C)[*:4],3.2881157199736104,12.5
N#C[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,c1cn([*:4])cn1,2.4510267180895697,12.6
O=C=N[*:1],[O+]#C[*:2],C[P+](C)(C)[*:3],C[P+](C)(C)[*:4],2.800545888991846,12.6
Cl[*:1],[NH+]#C[*:2],c1cn([*:3])cn1,c1cn([*:4])cn1,4.317848143013323,12.6
S=C=N[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[As+](C)(C)[*:4],2.4936969221245153,12.6
Cl[*:1],C[N+]#C[*:2],c1cn([*:3])cn1,c1cn([*:4])cn1,4.427033664880334,12.6
O=C=N[*:1],C[N+]#C[*:2],C1=[N+]([*:3])CCO1,CC[P+](CC)(CC)[*:4],3.7976481561139415,12.6
S=C=N[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,CC[P+](CC)(CC)[*:4],2.328663633041813,12.6
O[*:1],C[N+]#C[*:2],C[As+](C)(C)[*:3],C[As+](C)(C)[*:4],2.09146749935532,12.6
Br[*:1],[O+]#C[*:2],c1cn([*:3])cn1,c1c[n+]([*:4])ccn1,4.061826919231682,12.6
S[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,c1c[n+]([*:4])ccn1,4.231880231873677,12.6
O=[N+]([O-])[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,c1c[n+]([*:4])ccn1,2.0080095999239815,12.7
S=C=N[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,3.236660473960845,12.7
C#C[*:1],C[N+]#C[*:2],c1cc[n+]([*:3])cc1,C1=[N+]([*:4])CCO1,2.518797041989805,12.7
N#C[*:1],C[N+]#C[*:2],c1cn([*:3])cn1,c1c[n+]([*:4])ccn1,3.4920541949580874,12.7
C#C[*:1],[O+]#C[*:2],CN1C=CN(C)[C-]1[*:3],c1c[n+]([*:4])ccn1,1.780226010999708,12.7
O=C=N[*:1],C[N+]#C[*:2],CC[P+](CC)(CC)[*:3],c1c[n+]([*:4])ccn1,3.689090136888652,12.7
O=C=N[*:1],[NH+]#C[*:2],C[N+](C)(C)[*:3],C[N+](C)(C)[*:4],4.108889643970182,12.7
S=C=N[*:1],[NH+]#C[*:2],C1=[N+]([*:3])CCO1,C[As+](C)(C)[*:4],3.322628385243169,12.7
O[*:1],C[N+]#C[*:2],C[As+](C)(C)[*:3],CC[P+](CC)(CC)[*:4],3.380358661097414,12.7
S[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,C1=[N+]([*:4])CCO1,1.8285437420917339,12.8
Br[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,C1=[N+]([*:4])CCO1,3.7932556350536926,12.8
N#C[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,c1c[n+]([*:4])ccn1,2.4133765379706107,12.8
Br[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,C1=[N+]([*:4])CCO1,3.9438563549588177,12.8
O[*:1],C[N+]#C[*:2],C[P+](C)(C)[*:3],CC[P+](CC)(CC)[*:4],3.5686095609074813,12.8
Br[*:1],C[N+]#C[*:2],CN1C=CN(C)[C-]1[*:3],CN1C=CN(C)[C-]1[*:4],2.31736857907033,12.8
S=C=N[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],CN1C=CN(C)[C-]1[*:4],2.862041182979263,12.8
S[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,c1c[n+]([*:4])ccn1,2.4315741249246665,12.8
S[*:1],C[N+]#C[*:2],CN1C=CN(C)[C-]1[*:3],CN1C=CN(C)[C-]1[*:4],2.835686057045803,12.8
Br[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],CN1C=CN(C)[C-]1[*:4],2.5784098269819746,12.8
S=C=N[*:1],[NH+]#C[*:2],C[N+](C)(C)[*:3],c1cn([*:4])cn1,3.8836160669682322,12.8
S=C=N[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[P+](C)(C)[*:4],2.74909064297908,12.8
Cl[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,C1=[N+]([*:4])CCO1,3.692855155021824,12.8
S[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,c1c[n+]([*:4])ccn1,2.990679298011177,12.9
O=C=N[*:1],C[N+]#C[*:2],C[N+](C)(C)[*:3],C[As+](C)(C)[*:4],3.9658189599747065,12.9
C#C[*:1],C[N+]#C[*:2],c1cc[n+]([*:3])cc1,c1cc[n+]([*:4])cc1,2.647435157021719,12.9
Cl[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cc[n+]([*:4])cc1,3.922521253012684,12.9
O=C=N[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],CC[P+](CC)(CC)[*:4],3.4035762721101337,12.9
S=C=N[*:1],[NH+]#C[*:2],C[As+](C)(C)[*:3],c1c[n+]([*:4])ccn1,3.5064867642783426,12.9
Cl[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cc[n+]([*:4])cc1,3.6708925500059357,12.9
N#C[*:1],[O+]#C[*:2],c1c[n+]([*:3])ccn1,c1c[n+]([*:4])ccn1,1.8015611130171807,12.9
S=C=N[*:1],[NH+]#C[*:2],c1cn([*:3])cn1,C[P+](C)(C)[*:4],3.7694105209712183,12.9
Cl[*:1],C[N+]#C[*:2],c1cc[n+]([*:3])cc1,c1cn([*:4])cn1,4.5450042290105195,12.9
O=[N+]([O-])[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,c1cn([*:4])cn1,2.175552901000347,12.9
Cl[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,C[N+](C)(C)[*:4],4.6454047090423884,12.9
O=[N+]([O-])[*:1],C[N+]#C[*:2],c1c[n+]([*:3])ccn1,c1c[n+]([*:4])ccn1,5.13924957000831,12.9
Cl[*:1],[NH+]#C[*:2],C[N+](C)(C)[*:3],c1c[n+]([*:4])ccn1,4.100104602063701,12.9
Cl[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,C[N+](C)(C)[*:4],3.537234410986696,12.9
S=C=N[*:1],C[N+]#C[*:2],c1cc[n+]([*:3])cc1,C[P+](C)(C)[*:4],4.011626678930392,13.0
F[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],CN1C=CN(C)[C-]1[*:4],1.6729229979852667,13.0
S[*:1],[O+]#C[*:2],CN1C=CN(C)[C-]1[*:3],c1c[n+]([*:4])ccn1,3.6194373039931698,13.0
O[*:1],[NH+]#C[*:2],C[As+](C)(C)[*:3],C[As+](C)(C)[*:4],3.081667233566182,13.0
F[*:1],[NH+]#C[*:2],CN1C=CN(C)[C-]1[*:3],C[As+](C)(C)[*:4],2.0651123732791827,13.0
S[*:1],C[N+]#C[*:2],c1cc[n+]([*:3])cc1,c1cc[n+]([*:4])cc1,4.401933545086383,13.0
C#C[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,c1cc[p+]([*:4])cc1,1.6566079199551194,13.0
S=C=N[*:1],[NH+]#C[*:2],C1=[N+]([*:3])CCO1,C[P+](C)(C)[*:4],3.702267700069399,13.0
S[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,c1c[n+]([*:4])ccn1,3.189597749008328,13.0
C#C[*:1],[O+]#C[*:2],CN1C=CN(C)[C-]1[*:3],CN1C=CN(C)[C-]1[*:4],-0.5126699509897318,13.0
S[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],C1=[N+]([*:4])CCO1,4.093202069009789,13.1
S[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1c[n+]([*:4])ccn1,4.988648849960507,13.1
S=C=N[*:1],C[N+]#C[*:2],CN1C=CN(C)[C-]1[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,4.96605874216022,13.1
S[*:1],C[N+]#C[*:2],c1cc[n+]([*:3])cc1,c1cc[p+]([*:4])cc1,3.8773410369840753,13.1
O=C=N[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,3.250465540068668,13.1
O[*:1],C[N+]#C[*:2],C[P+](C)(C)[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,3.4468739790721563,13.1
F[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[P+](C)(C)[*:4],2.4817743649406006,13.1
Br[*:1],[O+]#C[*:2],CN1C=CN(C)[C-]1[*:3],CN1C=CN(C)[C-]1[*:4],2.285993429292222,13.1
O=C=N[*:1],C[N+]#C[*:2],C[N+](C)(C)[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,4.969196257080959,13.1
F[*:1],C[N+]#C[*:2],CN1C=CN(C)[C-]1[*:3],C[P+](C)(C)[*:4],2.5263270780421325,13.2
Br[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1c[n+]([*:4])ccn1,4.416366114121283,13.2
S[*:1],[NH+]#C[*:2],CN1C=CN(C)[C-]1[*:3],CN1C=CN(C)[C-]1[*:4],3.54099942897719,13.2
O=C=N[*:1],[O+]#C[*:2],CN1C=CN(C)[C-]1[*:3],CC[P+](CC)(CC)[*:4],3.54099942897719,13.2
S=C=N[*:1],C[N+]#C[*:2],c1cn([*:3])cn1,C[As+](C)(C)[*:4],4.250705321968826,13.2
F[*:1],[NH+]#C[*:2],C[As+](C)(C)[*:3],CC[P+](CC)(CC)[*:4],2.7057929360170574,13.2
S=C=N[*:1],C[N+]#C[*:2],c1cc[n+]([*:3])cc1,C[As+](C)(C)[*:4],4.1057521292634584,13.2
Br[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,c1c[n+]([*:4])ccn1,4.8970334121918135,13.2
O=C=N[*:1],[O+]#C[*:2],C[N+](C)(C)[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,4.493548982997754,13.2
F[*:1],C[N+]#C[*:2],CN1C=CN(C)[C-]1[*:3],CN1C=CN(C)[C-]1[*:4],2.447261699956398,13.2
